brand,model_year,bike_age,price,price_segment,power_bhp,owner_num,annual_depreciation,price_retention_ratio
hyosung,2016,9,320000.0,Luxury (>200k),72.68,2,-0.1504418864086925,1.0666666666666667
harley-davidson,2016,9,355000.0,Luxury (>200k),47.0,2,-0.16378671117522403,0.8255813953488372
harley-davidson,2018,7,500000.0,Luxury (>200k),47.0,1,-0.27627179265512836,1.1627906976744187
harley-davidson,2014,11,325000.0,Luxury (>200k),47.0,2,-0.12307951242039272,0.7558139534883721
harley-davidson,2017,8,480000.0,Luxury (>200k),47.0,1,-0.23164111613672733,1.1162790697674418
harley-davidson,2015,10,330000.0,Luxury (>200k),47.0,1,-0.1379275526990058,0.7674418604651163
harley-davidson,2016,9,380000.0,Luxury (>200k),47.0,1,-0.17262003411872184,0.8837209302325582
harley-davidson,2019,6,399000.0,Luxury (>200k),47.0,1,-0.2801696138181393,0.9279069767441861
harley-davidson,2016,9,395000.0,Luxury (>200k),47.0,1,-0.17767505565066344,0.9186046511627907
hyosung,2012,13,212100.0,Luxury (>200k),72.68,1,-0.06757381318070554,0.707
harley-davidson,2015,10,400000.0,Luxury (>200k),50.0,1,-0.16002999319977773,0.9302325581395349
harley-davidson,2013,12,570625.0,Luxury (>200k),60.0,1,-0.16568689904570344,1.3270348837209303
harley-davidson,2016,9,570625.0,Luxury (>200k),50.0,2,-0.22680598881966674,1.3270348837209303
harley-davidson,2015,10,544687.0,Luxury (>200k),50.0,1,-0.19640417578054703,1.266713953488372
harley-davidson,2014,11,544687.0,Luxury (>200k),50.0,1,-0.1770586662981004,1.266713953488372
harley-davidson,2015,10,674375.0,Luxury (>200k),60.0,1,-0.22223119876730046,1.568313953488372
harley-davidson,2012,13,415000.0,Luxury (>200k),50.0,1,-0.12414300038996151,0.9651162790697675
harley-davidson,2020,5,596562.0,Luxury (>200k),47.0,1,-0.4576644276254318,1.387353488372093
harley-davidson,2014,11,310000.0,Luxury (>200k),47.0,1,-0.11826542826003417,0.7209302325581395
harley-davidson,2016,9,295000.0,Luxury (>200k),47.0,3,-0.14009057754581722,0.686046511627907
harley-davidson,2011,14,410000.0,Luxury (>200k),50.0,1,-0.11382107743792824,0.9534883720930233
harley-davidson,2012,13,376300.0,Luxury (>200k),50.0,2,-0.11570983728849549,0.8751162790697674
triumph,2019,6,855000.0,Luxury (>200k),111.0,1,-0.45356029379562535,1.06875
triumph,2018,7,850750.0,Luxury (>200k),111.0,1,-0.37695315092032233,1.0634375
harley-davidson,2016,9,390000.0,Luxury (>200k),47.0,1,-0.17600929783705133,0.9069767441860465
harley-davidson,2015,10,400000.0,Luxury (>200k),47.0,1,-0.16002999319977773,0.9302325581395349
harley-davidson,2016,9,430000.0,Luxury (>200k),47.0,1,-0.18883694803626305,1.0
harley-davidson,2013,12,425000.0,Luxury (>200k),50.0,1,-0.1374136262318939,0.9883720930232558
harley-davidson,2014,11,375000.0,Luxury (>200k),47.0,1,-0.13778528959174818,0.872093023255814
harley-davidson,2014,11,240000.0,Luxury (>200k),47.0,3,-0.09254746104616807,0.5581395348837209
harley-davidson,2020,5,530000.0,Luxury (>200k),47.0,1,-0.42357912905969575,1.2325581395348837
harley-davidson,2016,9,385200.0,Luxury (>200k),47.0,1,-0.17439221412179862,0.8958139534883721
harley-davidson,2014,11,351000.0,Luxury (>200k),47.0,1,-0.13096464320919554,0.8162790697674419
harley-davidson,2014,11,300000.0,Luxury (>200k),47.0,1,-0.11493696205621595,0.6976744186046512
harley-davidson,2017,8,450000.0,Luxury (>200k),47.0,1,-0.2217450501232694,1.0465116279069768
harley-davidson,2013,12,385000.0,Luxury (>200k),50.0,1,-0.1280830577143255,0.8953488372093024
harley-davidson,2017,8,386000.0,Luxury (>200k),47.0,1,-0.19853973589632323,0.8976744186046511
harley-davidson,2017,8,700000.0,Luxury (>200k),60.0,2,-0.2911190200207807,1.627906976744186
harley-davidson,2014,11,340000.0,Luxury (>200k),47.0,1,-0.1276956857963174,0.7906976744186046
harley-davidson,2014,11,475000.0,Luxury (>200k),50.0,2,-0.16250078453565298,1.1046511627906976
harley-davidson,2014,11,550000.0,Luxury (>200k),50.0,3,-0.1780978212727502,1.2790697674418605
harley-davidson,2015,10,325000.0,Luxury (>200k),47.0,2,-0.13619155053468224,0.7558139534883721
